announcement_id,created_at,overview_id,updated_at,apply_method,content,target
7052,2025-09-12 13:14:56.335667,4951,2025-09-15 08:05:56.796746,모바일,임대,청년
7053,2024-03-30 02:33:24.278534,4952,2024-03-30 17:55:47.605229,인터넷,분양,일반
7056,2024-10-07 15:14:06.925932,4953,2024-10-08 17:03:58.489428,모바일,분양,신혼부부
7057,2025-08-14 20:05:12.236421,4954,2025-08-17 17:21:38.700221,방문,분양,신혼부부
7058,2025-03-15 22:08:19.642186,4955,2025-03-16 03:53:42.794653,인터넷,분양,무주택자
7059,2025-10-30 20:52:01.500369,4956,2025-10-31 16:52:09.271302,방문,매입임대,신혼부부
7060,2025-05-23 12:22:37.049660,4957,2025-06-02 21:42:41.023867,우편,분양,일반
7062,2025-02-27 17:55:33.447867,4958,2025-03-07 13:14:31.280841,방문,분양,청년
7066,2024-10-04 10:02:47.121427,4959,2024-10-04 15:18:36.015187,인터넷,임대,무주택자
7069,2025-09-19 23:52:28.570021,4960,2025-09-23 05:59:19.560527,인터넷,분양,일반
7070,2024-04-28 03:41:22.837274,4961,2024-05-01 08:57:49.711896,인터넷,전세,신혼부부
7073,2024-04-12 12:40:48.587316,4962,2024-04-12 23:13:00.940549,모바일,분양,청년
7074,2024-06-27 00:31:16.078283,4963,2024-06-28 21:35:05.212109,방문,분양,청년
7075,2025-10-21 20:29:40.978578,4964,2025-11-12 15:07:36.106950,인터넷,임대,청년
7078,2025-03-26 19:34:17.911690,4965,2025-03-27 18:42:06.409057,방문,전세,무주택자
7079,2025-11-21 09:49:50.526764,4966,2025-11-21 13:20:03.844211,모바일,전세,무주택자
7083,2024-10-11 21:44:38.565632,4967,2024-10-17 14:47:49.740466,모바일,행복주택,일반
7084,2024-06-03 00:36:18.662189,4968,2024-06-04 00:14:57.468069,방문,행복주택,고령자
7085,2025-01-13 01:01:26.584009,4969,2025-01-13 15:39:32.389432,방문,행복주택,일반
7086,2024-01-22 15:13:12.400105,4970,2024-01-30 21:13:59.911863,모바일,행복주택,신혼부부
7087,2025-01-10 16:01:31.062176,4971,2025-01-22 22:24:28.600482,우편,행복주택,고령자
7089,2025-07-02 15:29:44.370765,4972,2025-07-03 16:20:06.270228,모바일,분양,일반
7090,2025-08-16 07:59:25.545504,4973,2025-08-20 03:25:50.555504,우편,분양,일반
7092,2024-10-25 23:15:13.671494,4974,2024-11-15 18:42:42.414192,우편,행복주택,무주택자
7093,2025-02-13 08:08:28.419735,4975,2025-02-16 09:41:25.074307,모바일,분양,신혼부부
7095,2025-08-24 20:28:16.181070,4976,2025-08-28 03:53:55.365461,모바일,전세,신혼부부
7096,2023-12-20 03:19:52.395626,4977,2023-12-25 18:05:07.665809,모바일,매입임대,청년
7098,2024-08-25 05:58:43.779441,4978,2024-08-25 22:04:52.089928,우편,임대,일반
7099,2025-07-10 17:40:11.672843,4979,2025-07-15 10:55:53.349626,모바일,행복주택,무주택자
7103,2023-12-04 02:35:18.878495,4980,2023-12-04 08:19:11.670221,방문,분양,신혼부부
7105,2024-06-01 19:09:11.187601,4981,2024-06-02 02:58:18.144863,우편,임대,일반
7107,2024-03-25 19:29:04.424531,4982,2024-03-29 18:35:58.477322,인터넷,임대,고령자
7109,2025-12-07 06:23:12.087015,4983,2025-12-15 00:21:59.020045,우편,전세,신혼부부
7110,2024-03-04 02:05:08.176111,4984,2024-03-18 19:08:08.538941,인터넷,행복주택,청년
7111,2023-12-08 06:15:53.151894,4985,2023-12-12 20:32:32.311053,모바일,임대,일반
7112,2024-12-13 09:24:09.066645,4986,2024-12-17 22:35:20.388168,모바일,전세,일반
7113,2025-11-12 13:52:10.311871,4987,2025-11-17 07:30:17.132056,모바일,행복주택,고령자
7115,2024-12-01 14:54:25.786663,4988,2024-12-04 18:18:40.426051,모바일,매입임대,신혼부부
7116,2024-02-12 08:55:15.193376,4989,2024-02-14 12:40:52.872450,인터넷,분양,일반
7117,2024-07-03 06:34:10.719237,4990,2024-07-05 20:59:46.707739,방문,임대,일반
7118,2025-04-13 20:37:06.491643,4991,2025-04-15 08:30:43.858423,방문,행복주택,고령자
7123,2024-10-17 17:35:21.559530,4992,2024-10-20 21:08:06.013577,방문,전세,일반
7124,2024-01-13 18:05:20.464410,4993,2024-01-15 14:29:54.243966,우편,전세,청년
7125,2025-02-12 23:38:50.537752,4994,2025-02-24 03:08:12.067763,방문,행복주택,청년
7128,2025-04-26 15:26:55.798278,4995,2025-05-02 16:10:23.874553,인터넷,전세,신혼부부
7129,2024-01-31 16:22:43.443215,4996,2024-01-31 22:51:18.904079,방문,분양,신혼부부
7130,2025-08-29 03:13:58.504017,4997,2025-08-29 13:40:39.300701,우편,분양,무주택자
7131,2025-04-12 12:04:28.358745,4998,2025-04-12 17:47:18.626127,방문,분양,고령자
7132,2024-08-17 13:34:21.220852,4999,2024-08-28 06:02:05.759219,모바일,임대,고령자
7133,2025-03-05 12:35:24.808076,5000,2025-03-07 01:27:26.406614,우편,임대,청년
7134,2024-09-19 16:53:22.474325,5001,2024-10-04 17:53:51.161333,방문,전세,고령자
7135,2024-06-04 19:46:35.505838,5002,2024-06-05 13:34:33.404410,우편,전세,고령자
7136,2025-10-12 01:32:37.391385,5003,2025-10-15 17:55:18.855731,우편,전세,무주택자
7138,2024-09-13 22:56:15.594193,5004,2024-10-01 15:50:13.131793,인터넷,전세,무주택자
7140,2025-09-06 11:36:37.847243,5005,2025-09-08 18:18:47.399587,모바일,매입임대,고령자
7142,2025-01-12 08:10:13.322647,5006,2025-01-29 19:01:06.497147,모바일,행복주택,고령자
7147,2025-09-21 14:03:43.549621,5007,2025-09-21 16:50:51.921296,모바일,매입임대,청년
7148,2024-03-23 08:43:53.645553,5008,2024-03-28 00:49:16.946774,방문,행복주택,청년
7149,2024-07-26 18:05:47.743828,5009,2024-08-01 01:57:43.668092,인터넷,행복주택,일반
7150,2024-07-12 17:34:56.162406,5010,2024-07-13 11:28:53.177752,우편,임대,청년
7151,2024-04-18 16:17:10.639793,5011,2024-04-18 17:55:30.250597,방문,행복주택,고령자
7153,2024-05-03 22:58:31.535117,5012,2024-05-12 02:57:14.444179,모바일,매입임대,고령자
7154,2023-12-18 08:47:45.121467,5013,2023-12-22 07:50:26.771785,인터넷,분양,무주택자
7157,2024-08-28 05:11:06.801680,5014,2024-08-29 00:37:50.860257,방문,분양,일반
7158,2024-07-10 23:53:23.228688,5015,2024-07-13 15:56:17.581788,방문,임대,신혼부부
7160,2025-11-29 04:02:23.725133,5016,2025-12-03 05:42:49.057653,우편,매입임대,무주택자
7161,2024-08-08 22:12:10.210758,5017,2024-08-12 07:29:58.764546,방문,임대,고령자
7162,2024-09-04 17:22:12.811953,5018,2024-09-05 05:00:46.046666,인터넷,분양,일반
7164,2025-08-11 13:03:19.813628,5019,2025-08-18 17:09:48.014817,모바일,행복주택,고령자
7165,2024-12-17 17:20:44.100083,5020,2024-12-20 10:15:45.549019,인터넷,매입임대,고령자
7166,2025-01-11 21:02:15.511307,5021,2025-01-12 01:23:25.386077,인터넷,임대,청년
7167,2025-07-11 13:27:02.364566,5022,2025-07-15 01:12:14.729853,모바일,전세,일반
7168,2025-05-09 12:06:31.772802,5023,2025-05-10 03:44:41.590338,우편,매입임대,무주택자
7169,2024-04-13 10:49:48.533448,5024,2024-04-13 11:50:14.374030,방문,전세,무주택자
7170,2025-01-05 02:50:30.351478,5025,2025-01-11 22:29:41.757310,우편,행복주택,일반
7173,2025-05-13 17:08:15.831901,5026,2025-05-19 03:15:36.315635,우편,임대,고령자
7175,2025-08-06 09:09:10.201577,5027,2025-08-10 02:32:25.666927,우편,매입임대,신혼부부
7176,2024-03-11 14:57:10.949465,5028,2024-03-11 16:04:44.500605,우편,매입임대,신혼부부
7178,2025-01-03 17:45:21.073648,5029,2025-01-04 10:26:34.171996,모바일,행복주택,신혼부부
7179,2024-04-21 18:16:27.516295,5030,2024-04-22 09:11:23.244320,방문,매입임대,고령자
7180,2024-08-13 15:20:36.876460,5031,2024-08-20 14:51:34.910161,방문,전세,일반
7181,2024-08-15 04:50:38.909679,5032,2024-08-17 05:36:20.824011,모바일,전세,청년
7183,2025-10-14 09:04:52.494581,5033,2025-10-15 10:12:28.530041,인터넷,전세,고령자
7184,2024-05-07 02:39:59.479660,5034,2024-05-07 23:56:40.874484,우편,임대,무주택자
7185,2025-01-26 06:48:12.123830,5035,2025-02-07 04:49:28.386931,모바일,분양,고령자
7187,2025-07-20 20:52:04.515569,5036,2025-07-29 04:14:31.084941,우편,매입임대,청년
7189,2025-02-24 08:59:26.993753,5037,2025-02-27 08:56:47.060830,모바일,분양,청년
7190,2024-06-01 06:58:30.160182,5038,2024-06-02 09:03:03.039367,인터넷,임대,무주택자
7191,2024-09-15 08:25:48.251922,5039,2024-09-15 10:34:55.548070,우편,전세,청년
7192,2025-09-10 05:12:53.848300,5040,2025-09-10 07:05:07.348951,방문,행복주택,일반
7193,2024-04-30 21:33:54.190980,5041,2024-05-04 04:44:44.613418,우편,전세,청년
7195,2024-02-22 03:24:16.863333,5042,2024-02-24 17:30:12.451468,우편,행복주택,고령자
7196,2025-02-22 06:55:52.871976,5043,2025-03-10 04:22:51.849413,방문,분양,일반
7198,2025-01-15 07:54:44.894209,5044,2025-01-17 00:18:59.572284,인터넷,분양,일반
7199,2025-06-20 18:20:06.349902,5045,2025-06-22 09:26:41.841307,모바일,전세,신혼부부
7200,2024-12-14 08:39:30.067144,5046,2024-12-15 20:26:18.732431,인터넷,전세,신혼부부
7201,2023-11-29 09:43:23.160675,5047,2023-11-30 04:41:26.823098,모바일,매입임대,무주택자
7202,2024-03-31 11:47:10.939178,5048,2024-04-01 01:04:54.089216,우편,행복주택,신혼부부
7206,2025-01-22 07:02:41.245744,5049,2025-01-24 20:13:55.701336,모바일,전세,일반
7207,2025-02-03 03:26:22.795995,5050,2025-02-03 18:25:04.819015,방문,행복주택,고령자
7208,2024-10-16 16:07:56.158897,5051,2024-10-16 19:11:26.970478,우편,행복주택,일반
7211,2024-12-12 21:19:05.126793,5052,2024-12-13 15:36:31.818339,우편,전세,일반
7212,2024-09-17 07:37:56.138121,5053,2024-09-24 16:52:45.035519,우편,임대,청년
7214,2024-01-27 09:53:46.699936,5054,2024-01-28 06:42:36.722544,모바일,매입임대,고령자
7215,2024-01-23 00:49:20.289538,5055,2024-01-24 17:45:49.379063,모바일,임대,무주택자
7219,2024-12-04 23:06:40.518324,5056,2024-12-08 11:33:17.741525,모바일,행복주택,신혼부부
7221,2025-05-03 14:33:04.794623,5057,2025-05-05 06:10:39.800360,모바일,전세,무주택자
7222,2025-02-16 22:50:51.517865,5058,2025-02-17 05:36:22.913523,인터넷,행복주택,청년
7223,2024-01-06 12:50:51.851354,5059,2024-01-08 18:20:04.366892,방문,행복주택,청년
7224,2024-10-12 08:31:07.619069,5060,2024-11-02 00:08:33.788135,방문,매입임대,일반
7227,2025-04-18 01:22:58.116620,5061,2025-04-21 18:19:55.649637,우편,매입임대,무주택자
7230,2024-09-27 20:42:52.274345,5062,2024-10-03 17:18:33.434416,인터넷,매입임대,청년
7231,2024-04-01 17:28:42.723330,5063,2024-04-09 10:15:08.643176,방문,전세,무주택자
7232,2025-10-04 07:08:37.786754,5064,2025-10-06 19:06:02.462480,인터넷,행복주택,일반
7233,2023-11-26 13:57:00.016077,5065,2023-12-01 10:37:40.505100,모바일,전세,무주택자
7234,2024-07-26 22:09:56.033097,5066,2024-07-27 08:18:01.722849,방문,분양,무주택자
7235,2025-06-19 11:05:44.725373,5067,2025-06-22 23:25:53.737326,모바일,분양,무주택자
7236,2025-03-09 21:42:20.725364,5068,2025-03-11 21:05:35.217311,모바일,분양,청년
7237,2025-12-25 14:41:36.114659,5069,2025-12-29 11:39:15.280036,모바일,매입임대,고령자
7239,2024-09-15 08:12:51.975222,5070,2024-09-15 14:58:21.585429,방문,행복주택,무주택자
7240,2023-12-14 22:36:15.730135,5071,2023-12-14 23:13:16.411928,우편,매입임대,무주택자
7242,2023-12-26 09:22:58.355286,5072,2023-12-26 10:26:46.310634,인터넷,행복주택,고령자
7243,2024-09-26 07:03:06.336035,5073,2024-09-28 12:09:39.423703,방문,임대,고령자
7245,2025-10-01 21:57:11.107376,5074,2025-10-01 23:40:19.799287,인터넷,전세,신혼부부
7246,2024-11-06 03:06:47.688496,5075,2024-11-11 06:15:22.766664,인터넷,임대,일반
7251,2025-03-13 00:10:12.118743,5076,2025-03-17 22:02:33.437720,인터넷,행복주택,신혼부부
7252,2024-01-29 03:58:26.980330,5077,2024-02-04 10:45:00.601376,모바일,분양,청년
7253,2025-09-07 14:29:39.025880,5078,2025-09-19 23:56:29.129067,방문,행복주택,신혼부부
7254,2024-01-26 10:24:09.626805,5079,2024-01-29 06:30:34.072325,모바일,매입임대,고령자
7255,2025-06-01 20:59:02.748872,5080,2025-06-08 01:09:25.360044,우편,분양,청년
7256,2025-02-20 22:51:47.109396,5081,2025-02-21 01:15:13.417477,우편,임대,신혼부부
7257,2025-01-28 05:42:54.875128,5082,2025-01-30 15:53:42.451507,방문,행복주택,청년
7258,2025-02-12 11:33:57.637847,5083,2025-02-13 08:53:33.480573,방문,임대,무주택자
7259,2025-10-24 18:32:42.069512,5084,2025-10-25 13:46:34.712022,모바일,행복주택,청년
7260,2024-05-11 22:32:08.148846,5085,2024-05-13 08:22:08.808127,인터넷,전세,신혼부부
7261,2025-04-29 00:02:24.296284,5086,2025-05-01 14:31:56.103813,방문,매입임대,고령자
7263,2025-06-05 05:52:53.157468,5087,2025-06-05 15:57:45.312675,우편,임대,무주택자
7265,2025-06-01 07:32:00.297457,5088,2025-06-11 16:17:53.027153,우편,매입임대,일반
7266,2025-02-17 19:53:01.244391,5089,2025-02-17 20:01:29.354516,우편,분양,고령자
7267,2025-05-29 01:31:43.180815,5090,2025-06-02 11:48:55.960369,인터넷,매입임대,고령자
7268,2024-05-31 04:26:14.880662,5091,2024-06-10 23:46:30.633927,모바일,전세,신혼부부
7270,2025-01-14 16:33:27.762718,5092,2025-01-21 01:26:54.609004,우편,분양,일반
7272,2024-09-16 04:58:25.163079,5093,2024-09-22 14:06:48.960905,방문,분양,무주택자
7274,2025-01-29 13:09:28.266507,5094,2025-01-29 22:34:08.189395,방문,분양,청년
7275,2024-08-03 15:16:18.591532,5095,2024-08-05 17:09:16.915182,방문,행복주택,고령자
7276,2023-12-11 21:25:32.013956,5096,2023-12-12 12:29:14.360126,모바일,매입임대,일반
7277,2024-07-02 12:31:31.181651,5097,2024-07-02 18:54:08.593149,우편,분양,일반
7278,2024-09-12 10:13:12.821484,5098,2024-10-01 13:45:28.175759,인터넷,매입임대,신혼부부
7279,2024-12-16 05:12:34.568091,5099,2024-12-16 06:05:32.367308,모바일,임대,신혼부부
7281,2025-09-26 15:52:47.644207,5100,2025-09-26 16:36:06.175766,인터넷,행복주택,신혼부부
7282,2026-01-13 01:44:51.542435,5101,2026-01-13 22:59:05.622330,방문,전세,무주택자
7283,2025-05-13 17:11:56.479257,5102,2025-05-14 04:45:26.248440,모바일,전세,신혼부부
7285,2025-05-26 00:09:18.044230,5103,2025-05-26 06:45:51.294224,모바일,매입임대,신혼부부
7287,2025-05-29 08:05:18.811864,5104,2025-06-06 22:05:49.121620,인터넷,임대,청년
7289,2025-01-03 09:13:35.898152,5105,2025-01-03 10:11:52.784629,우편,매입임대,신혼부부
7290,2025-09-21 00:25:28.778223,5106,2025-09-24 13:11:38.155913,모바일,분양,일반
7291,2024-12-28 00:16:03.773206,5107,2025-01-05 14:58:38.598308,우편,행복주택,청년
7294,2024-02-26 16:20:11.402531,5108,2024-02-29 04:25:00.650267,인터넷,임대,청년
7296,2024-01-16 03:09:30.610883,5109,2024-01-20 03:57:14.634440,인터넷,행복주택,일반
7297,2024-04-25 17:31:48.146336,5110,2024-04-27 02:59:31.785972,인터넷,전세,청년
7298,2024-04-10 22:38:18.456199,5111,2024-04-14 02:05:53.329921,인터넷,매입임대,신혼부부
7299,2025-02-06 19:22:40.421257,5112,2025-02-19 19:23:51.537752,인터넷,분양,무주택자
7300,2025-07-26 16:18:02.609992,5113,2025-07-26 21:54:56.966456,방문,분양,무주택자
7301,2024-04-21 16:31:26.494889,5114,2024-04-22 15:33:50.733310,우편,임대,일반
7303,2025-06-18 22:52:34.450796,5115,2025-06-19 06:53:57.616442,인터넷,전세,청년
7304,2025-07-25 00:53:12.792088,5116,2025-07-25 23:26:21.166192,우편,전세,고령자
7305,2025-08-05 01:25:55.855223,5117,2025-08-09 23:12:31.597246,우편,임대,신혼부부
7306,2025-07-11 15:55:49.399349,5118,2025-07-12 04:33:30.624834,우편,매입임대,일반
7307,2024-11-19 01:35:51.451203,5119,2024-11-21 08:37:24.091999,우편,행복주택,일반
7308,2023-12-07 07:53:30.204803,5120,2023-12-08 07:23:11.342771,우편,임대,일반
7309,2025-06-20 19:54:17.244838,5121,2025-07-02 17:38:16.657319,인터넷,행복주택,고령자
7312,2025-06-13 12:35:46.091359,5122,2025-06-16 05:37:35.939968,인터넷,임대,무주택자
7314,2025-08-30 21:46:02.681333,5123,2025-09-01 19:12:07.923106,우편,임대,무주택자
7315,2025-02-20 18:38:02.151765,5124,2025-02-25 03:21:47.018216,인터넷,분양,신혼부부
7316,2024-09-03 19:26:33.039438,5125,2024-09-04 11:21:18.274559,우편,임대,무주택자
7317,2025-04-28 07:45:30.741694,5126,2025-04-30 12:35:14.165232,모바일,임대,무주택자
7318,2025-11-18 02:47:14.879655,5127,2025-11-21 18:10:30.347073,인터넷,행복주택,무주택자
7320,2024-07-14 06:17:03.987882,5128,2024-07-14 13:54:22.121174,방문,전세,신혼부부
7324,2024-12-24 14:57:04.717904,5129,2025-01-02 20:14:22.406295,우편,전세,신혼부부
7327,2024-01-07 06:55:50.338667,5130,2024-01-08 08:15:33.151838,방문,행복주택,일반
7328,2024-01-05 15:30:38.488202,5131,2024-01-09 03:09:13.603146,모바일,행복주택,무주택자
7330,2024-12-10 01:29:48.929960,5132,2024-12-10 05:29:51.307972,방문,전세,일반
7331,2024-12-18 15:26:14.682777,5133,2024-12-21 00:20:55.817622,우편,매입임대,고령자
7332,2025-06-06 03:30:24.592911,5134,2025-06-09 08:50:39.571126,모바일,매입임대,일반
7333,2025-06-10 19:58:21.654909,5135,2025-06-19 16:00:59.688272,인터넷,임대,일반
7334,2025-10-29 07:50:19.848352,5136,2025-11-12 11:34:19.612128,방문,매입임대,신혼부부
7335,2025-05-20 07:23:22.420307,5137,2025-05-21 12:59:04.669591,우편,임대,무주택자
7338,2024-03-09 14:12:30.558437,5138,2024-03-10 20:23:58.761021,모바일,전세,고령자
7339,2024-11-01 15:03:13.117117,5139,2024-11-04 12:44:07.655494,우편,분양,일반
7340,2025-06-15 03:33:47.696028,5140,2025-06-17 09:23:25.977100,방문,매입임대,무주택자
7342,2024-03-29 01:21:12.404911,5141,2024-03-31 00:01:16.610778,방문,매입임대,고령자
7343,2025-01-04 16:52:35.339417,5142,2025-01-07 17:37:52.080059,인터넷,전세,청년
7345,2025-07-08 18:24:11.249282,5143,2025-07-08 18:42:37.231813,방문,행복주택,신혼부부
7349,2024-10-20 20:38:15.917748,5144,2024-10-20 22:05:33.933594,우편,매입임대,신혼부부
7350,2025-03-28 01:56:13.902649,5145,2025-03-28 16:43:50.568678,인터넷,분양,신혼부부
7351,2024-03-02 18:22:37.038057,5146,2024-03-02 19:13:40.221042,우편,매입임대,고령자
7352,2024-05-09 14:37:34.801378,5147,2024-05-13 16:58:50.598857,방문,분양,무주택자
7357,2024-06-28 22:48:53.744723,5148,2024-06-30 01:18:38.114620,모바일,행복주택,청년
7358,2024-10-21 00:21:50.670069,5149,2024-10-24 12:20:04.203561,인터넷,전세,청년
7359,2025-05-11 04:36:33.739213,5150,2025-05-13 03:33:57.230224,모바일,분양,청년
7361,2025-01-03 04:27:36.630888,5151,2025-01-04 16:46:47.016602,모바일,매입임대,무주택자
7362,2025-06-02 20:10:13.992277,5152,2025-06-06 13:51:58.016738,모바일,전세,고령자
7364,2025-11-16 12:21:40.787870,5153,2025-11-17 21:33:01.304609,인터넷,임대,무주택자
7366,2024-03-04 00:34:43.949791,5154,2024-03-04 23:43:08.270117,방문,행복주택,청년
7370,2024-12-03 14:16:25.339721,5155,2024-12-13 06:13:48.822715,인터넷,행복주택,청년
7371,2025-08-24 21:18:14.020499,5156,2025-09-14 15:10:21.292290,인터넷,분양,신혼부부
7372,2024-05-05 07:21:24.464716,5157,2024-05-05 18:15:00.690891,우편,분양,일반
7376,2025-01-06 00:30:44.037519,5158,2025-01-31 22:23:23.145459,우편,분양,신혼부부
7378,2024-12-20 17:16:14.191687,5159,2024-12-24 02:26:57.144534,우편,행복주택,청년
7379,2024-05-19 04:17:11.487895,5160,2024-05-19 08:26:08.793686,인터넷,임대,청년
7380,2024-07-24 09:38:31.689958,5161,2024-07-24 17:10:22.686714,모바일,임대,고령자
7381,2025-12-29 22:33:05.495447,5162,2025-12-30 17:33:19.561827,모바일,매입임대,일반
7383,2025-09-18 19:42:32.093339,5163,2025-09-18 19:47:00.588101,방문,분양,신혼부부
7384,2024-11-30 02:54:38.258087,5164,2024-12-04 10:19:18.562146,우편,행복주택,고령자
7388,2024-06-01 18:08:47.278907,5165,2024-06-02 00:26:27.588887,방문,행복주택,청년
7389,2025-03-14 15:41:25.961022,5166,2025-03-16 02:18:32.932353,인터넷,전세,일반
7391,2024-06-24 14:26:27.309649,5167,2024-06-25 00:15:22.456780,방문,전세,신혼부부
7393,2024-11-04 14:57:54.687794,5168,2024-11-08 17:54:45.277828,방문,행복주택,일반
7395,2025-10-25 14:09:10.144231,5169,2025-10-29 13:13:13.702799,인터넷,임대,청년
7396,2024-01-24 03:59:23.684034,5170,2024-01-26 09:10:04.429691,모바일,행복주택,신혼부부
7397,2024-09-13 23:36:36.501024,5171,2024-09-15 05:41:03.003754,우편,임대,고령자
7398,2024-02-05 10:08:31.436262,5172,2024-02-06 05:32:46.210744,방문,매입임대,청년
7400,2024-07-27 05:26:48.783792,5173,2024-08-03 10:26:34.323316,인터넷,임대,일반
7401,2025-02-18 19:32:41.070988,5174,2025-02-19 17:47:34.396232,모바일,임대,일반
7402,2024-05-19 07:12:19.099149,5175,2024-06-05 03:08:27.965448,우편,전세,청년
7406,2025-02-26 06:58:41.898074,5176,2025-02-27 14:45:30.693493,우편,전세,청년
7407,2024-12-25 18:58:29.313206,5177,2024-12-27 14:46:02.678949,인터넷,매입임대,신혼부부
7408,2024-05-10 13:45:11.151440,5178,2024-05-10 21:22:55.287421,방문,분양,고령자
7411,2024-11-09 11:57:00.014409,5179,2024-11-17 11:49:28.632228,모바일,임대,무주택자
7412,2025-04-20 06:22:19.163953,5180,2025-04-20 08:30:08.373646,모바일,분양,고령자
7413,2025-05-13 10:45:13.625154,5181,2025-05-16 11:01:22.465261,인터넷,임대,일반
7414,2024-10-26 03:54:58.049369,5182,2024-10-27 21:08:11.327292,모바일,임대,청년
7415,2024-05-04 21:15:59.949120,5183,2024-05-16 14:44:26.939829,방문,임대,신혼부부
7416,2025-05-02 18:52:33.709271,5184,2025-05-04 07:17:17.438879,우편,행복주택,무주택자
7417,2024-03-13 17:59:28.726424,5185,2024-03-16 08:02:05.663209,방문,전세,일반
7418,2024-04-21 11:30:28.704477,5186,2024-05-01 01:51:24.841469,우편,전세,청년
7419,2024-02-29 01:06:32.646470,5187,2024-03-02 07:32:07.918038,인터넷,임대,청년
7420,2025-06-16 18:08:29.149317,5188,2025-06-16 18:52:40.634519,우편,행복주택,무주택자
7422,2024-06-10 22:45:22.128314,5189,2024-06-11 21:40:20.906819,인터넷,임대,일반
7424,2025-10-03 21:30:21.248611,5190,2025-10-07 18:40:00.352396,방문,전세,고령자
7425,2025-10-23 04:14:44.843917,5191,2025-10-27 02:58:54.290950,인터넷,분양,청년
7427,2025-06-15 19:10:50.818242,5192,2025-06-22 12:06:09.879381,인터넷,전세,일반
7429,2025-11-16 05:26:39.613970,5193,2025-11-17 00:48:07.711778,우편,임대,일반
7430,2025-10-07 17:25:14.231229,5194,2025-10-08 12:17:05.669864,우편,분양,고령자
7431,2025-11-13 08:27:48.912285,5195,2025-11-14 17:04:40.211364,우편,행복주택,청년
7432,2024-09-01 15:36:20.085596,5196,2024-09-02 19:15:42.022701,방문,분양,청년
7433,2024-03-10 02:48:15.654486,5197,2024-03-22 13:12:52.587944,인터넷,전세,고령자
7436,2025-12-06 22:59:21.851134,5198,2025-12-10 22:30:04.246421,우편,행복주택,무주택자
7437,2024-01-30 02:56:03.884605,5199,2024-01-31 05:56:48.527540,모바일,분양,신혼부부
7438,2025-11-05 06:40:33.893238,5200,2025-11-05 09:05:44.163214,모바일,임대,신혼부부
7440,2025-04-15 11:33:53.693849,5201,2025-04-16 12:32:07.564987,인터넷,매입임대,고령자
7441,2023-12-28 04:54:56.524703,5202,2023-12-31 06:04:40.685417,우편,임대,고령자
7442,2025-07-30 12:37:38.098328,5203,2025-07-30 12:46:33.805800,모바일,행복주택,일반
7443,2024-11-21 16:35:11.405197,5204,2024-11-25 00:29:58.469010,모바일,행복주택,무주택자
7445,2025-06-23 12:23:11.191068,5205,2025-06-29 00:01:30.114893,모바일,전세,무주택자
7447,2025-08-06 09:25:14.386362,5206,2025-08-24 11:19:56.740880,모바일,행복주택,신혼부부
7448,2025-02-04 07:54:29.225285,5207,2025-02-04 10:36:05.119688,방문,매입임대,무주택자
7451,2025-03-17 02:02:31.914394,5208,2025-03-19 20:39:23.205650,우편,전세,무주택자
7452,2024-05-13 06:53:18.278511,5209,2024-05-13 13:50:56.121688,모바일,전세,일반
7453,2024-04-04 06:34:33.302544,5210,2024-04-09 02:13:05.115945,모바일,분양,무주택자
7456,2025-07-27 15:46:24.363741,5211,2025-07-28 20:51:22.705404,모바일,전세,고령자
7459,2025-01-05 07:12:43.836662,5212,2025-01-07 06:52:10.384671,모바일,임대,고령자
7460,2023-12-09 11:17:00.540252,5213,2023-12-10 01:56:26.066198,모바일,분양,청년
7461,2024-03-18 04:41:15.115553,5214,2024-03-24 15:23:07.884132,인터넷,행복주택,청년
7462,2025-08-02 07:39:01.199757,5215,2025-08-03 08:26:00.352266,방문,전세,신혼부부
7463,2025-12-06 13:32:41.321552,5216,2025-12-08 00:15:07.827068,방문,분양,무주택자
7464,2025-01-04 00:14:34.320261,5217,2025-01-04 12:45:12.957622,우편,임대,고령자
7465,2025-03-10 16:05:28.572361,5218,2025-04-02 13:36:02.806712,인터넷,행복주택,고령자
7466,2024-11-28 00:34:42.613885,5219,2024-12-03 07:10:38.857927,방문,행복주택,무주택자
7468,2024-05-21 18:37:37.763125,5220,2024-05-25 07:31:40.851061,인터넷,행복주택,무주택자
7469,2023-11-23 00:51:43.721147,5221,2023-11-23 13:19:42.067383,모바일,분양,일반
7470,2024-11-15 11:41:21.740984,5222,2024-11-16 02:36:26.564532,우편,매입임대,고령자
7471,2023-12-23 03:50:40.372545,5223,2023-12-25 11:08:45.290170,우편,임대,무주택자
7474,2025-11-25 01:24:09.051023,5224,2025-11-25 07:14:33.027925,방문,임대,청년
7475,2025-03-05 04:46:24.116891,5225,2025-03-06 14:52:56.511863,방문,전세,일반
7476,2024-07-03 16:00:48.588500,5226,2024-07-05 01:05:57.526806,인터넷,임대,신혼부부
7478,2025-01-23 02:38:29.575488,5227,2025-01-23 13:50:05.177174,우편,임대,신혼부부
7479,2024-11-14 16:32:47.253414,5228,2024-11-15 05:56:42.138729,인터넷,분양,청년
7480,2025-04-23 12:09:14.958623,5229,2025-04-24 05:29:32.034408,인터넷,임대,고령자
7483,2024-11-10 06:27:37.720701,5230,2024-11-20 19:57:55.031840,방문,임대,일반
7485,2025-07-15 10:35:46.955445,5231,2025-07-18 23:07:39.519087,방문,행복주택,일반
