announcement_id,created_at,region_id,region_name
7847,2024-08-05 08:41:49.825282,15695,전국
7848,2024-04-05 17:13:27.116757,15696,수도권
7848,2024-03-27 22:27:02.612085,15697,서울
7848,2024-04-01 22:27:59.871534,15698,특정지역
7849,2025-10-12 23:01:35.623786,15699,지방
7849,2025-10-07 18:57:22.472989,15700,수도권
7849,2025-10-15 17:38:32.535314,15701,전국
7850,2024-06-21 09:16:29.694303,15702,수도권
7851,2024-10-15 20:06:35.585591,15703,수도권
7852,2025-09-25 21:41:26.519419,15704,수도권
7853,2025-01-05 21:52:05.384665,15705,수도권
7853,2024-12-27 11:15:04.204610,15706,전국
7854,2025-06-22 02:29:33.661894,15707,부산
7854,2025-06-18 08:11:46.460515,15708,특정지역
7855,2024-06-05 17:53:55.457061,15709,지방
7855,2024-06-06 19:12:22.045033,15710,경기
7855,2024-06-06 02:41:28.515796,15711,특정지역
7856,2024-03-20 02:35:25.935676,15712,수도권
7857,2025-10-07 03:30:13.349943,15713,수도권
7858,2025-01-09 17:28:49.792727,15714,경기
7859,2025-05-17 22:54:22.599188,15715,지방
7859,2025-05-21 14:47:19.073452,15716,수도권
7859,2025-05-20 16:51:04.446792,15717,대구
7860,2025-12-06 03:00:36.505165,15718,지방
7860,2025-12-15 05:13:07.761349,15719,전국
7861,2024-12-02 11:17:39.658858,15720,지방
7862,2024-01-05 14:14:22.992210,15721,수도권
7862,2024-01-05 06:28:21.698801,15722,전국
7862,2023-12-31 00:54:02.368166,15723,특정지역
7863,2024-07-14 10:14:42.676081,15724,수도권
7863,2024-07-18 19:30:51.394693,15725,전국
7864,2024-03-03 12:30:48.685604,15726,수도권
7864,2024-03-03 08:35:21.429765,15727,전국
7864,2024-03-04 10:13:22.067339,15728,특정지역
7865,2024-08-16 20:32:49.911662,15729,지방
7865,2024-08-16 07:52:31.934786,15730,수도권
7865,2024-08-16 08:38:07.640159,15731,특정지역
7866,2024-05-26 20:19:13.502399,15732,특정지역
7867,2024-08-20 11:53:29.170312,15733,지방
7867,2024-08-18 23:48:45.044735,15734,수도권
7867,2024-08-18 21:27:40.995470,15735,전국
7868,2024-01-10 13:28:29.316497,15736,지방
7868,2024-01-08 11:50:01.701661,15737,수도권
7868,2024-01-09 08:58:19.919376,15738,특정지역
7869,2024-08-24 10:14:18.771644,15739,지방
7869,2024-08-27 12:50:43.379101,15740,전국
7869,2024-08-24 19:24:03.989840,15741,인천
7870,2024-05-02 09:07:37.916423,15742,지방
7871,2025-06-12 06:19:15.243991,15743,지방
7871,2025-06-04 23:31:29.734848,15744,수도권
7871,2025-06-08 08:59:45.956621,15745,전국
7872,2025-03-26 20:38:09.915724,15746,수도권
7872,2025-03-21 21:14:55.783204,15747,서울
7872,2025-03-18 00:15:11.615291,15748,특정지역
7873,2025-09-18 10:52:11.454588,15749,수도권
7873,2025-09-24 01:24:13.381709,15750,대구
7874,2024-03-21 18:02:34.185521,15751,부산
7874,2024-03-19 12:11:21.034348,15752,특정지역
7875,2024-12-18 20:13:01.879593,15753,수도권
7876,2024-03-21 16:28:59.684356,15754,수도권
7876,2024-03-23 21:14:58.340198,15755,전국
7876,2024-03-15 18:33:09.018414,15756,특정지역
7877,2025-04-22 12:46:20.018610,15757,지방
7877,2025-04-23 05:06:36.212620,15758,수도권
7877,2025-04-21 17:18:34.632112,15759,특정지역
7878,2025-11-19 01:55:20.350131,15760,서울
7879,2024-11-14 00:43:43.326112,15761,수도권
7879,2024-12-01 12:14:27.512556,15762,전국
7880,2024-06-04 15:05:42.217369,15763,전국
7880,2024-05-25 08:59:43.762041,15764,특정지역
7880,2024-05-19 02:00:32.820343,15765,대구
7881,2025-02-22 21:06:49.448790,15766,지방
7881,2025-02-20 20:47:10.821592,15767,전국
7881,2025-02-15 19:25:06.087782,15768,특정지역
7882,2025-11-27 12:04:26.816405,15769,수도권
7883,2023-12-22 18:58:11.011361,15770,전국
7883,2023-12-23 04:56:55.621506,15771,특정지역
7884,2024-10-05 16:34:36.895100,15772,전국
7884,2024-10-14 00:46:57.363342,15773,인천
7884,2024-10-05 02:10:52.548104,15774,특정지역
7885,2025-11-06 20:03:55.624008,15775,지방
7885,2025-11-19 23:06:14.328057,15776,인천
7885,2025-11-07 09:38:27.745188,15777,특정지역
7886,2023-11-19 15:04:35.313162,15778,지방
7887,2025-09-26 00:47:47.439853,15779,수도권
7887,2025-10-05 15:45:35.800095,15780,특정지역
7888,2024-01-28 06:34:09.546168,15781,전국
7889,2024-12-30 19:29:48.887978,15782,지방
7889,2025-01-08 06:22:26.913133,15783,수도권
7889,2025-01-03 03:59:39.442232,15784,서울
7890,2025-04-16 04:13:23.283883,15785,수도권
7890,2025-04-19 14:06:18.921723,15786,전국
7890,2025-04-22 21:10:02.594826,15787,서울
7891,2025-10-28 20:05:57.609235,15788,지방
7891,2025-10-28 20:52:51.222664,15789,전국
7892,2024-10-25 17:17:48.756011,15790,서울
7892,2024-10-22 07:13:58.796262,15791,특정지역
7893,2025-07-24 21:01:55.510628,15792,특정지역
7894,2024-12-26 09:38:33.102992,15793,전국
7895,2024-07-11 21:56:28.731674,15794,지방
7895,2024-07-11 21:54:12.510113,15795,수도권
7896,2024-11-23 19:12:24.981631,15796,지방
7896,2024-11-24 03:32:17.903005,15797,인천
7896,2024-11-24 05:42:25.613897,15798,특정지역
7897,2025-02-09 17:06:54.741181,15799,지방
7898,2024-07-27 22:20:57.701595,15800,지방
7898,2024-08-01 08:49:40.277639,15801,전국
7898,2024-08-01 16:44:00.801336,15802,인천
7899,2025-05-26 19:11:39.446909,15803,전국
7899,2025-05-26 15:18:40.848112,15804,특정지역
7900,2025-03-10 20:00:51.138835,15805,지방
7900,2025-03-11 22:39:17.995890,15806,전국
7900,2025-03-09 19:26:27.740896,15807,특정지역
7901,2025-05-01 22:31:38.754255,15808,지방
7901,2025-05-04 14:58:51.377726,15809,수도권
7902,2024-05-15 17:35:18.509279,15810,전국
7903,2024-01-06 16:00:43.446019,15811,지방
7903,2024-01-20 05:09:23.533030,15812,수도권
7904,2025-04-04 21:34:20.950072,15813,전국
7905,2025-04-07 09:42:55.349406,15814,지방
7906,2024-06-27 17:55:20.184987,15815,지방
7907,2025-03-06 05:14:22.444546,15816,부산
7907,2025-03-07 14:47:18.657023,15817,전국
7907,2025-03-06 20:36:12.033162,15818,수도권
7908,2025-11-04 06:28:06.191616,15819,지방
7908,2025-11-07 23:30:00.694532,15820,경기
7909,2025-11-12 15:22:29.937231,15821,특정지역
7910,2024-02-20 02:58:16.247238,15822,수도권
7910,2024-02-20 11:13:55.378047,15823,전국
7910,2024-02-20 09:01:12.469201,15824,인천
7911,2025-09-13 22:05:31.049908,15825,전국
7911,2025-09-08 21:33:24.510806,15826,경기
7911,2025-09-06 22:28:39.185057,15827,특정지역
7912,2025-09-11 06:37:07.003676,15828,지방
7912,2025-09-25 12:35:19.144903,15829,수도권
7912,2025-10-09 13:38:00.503180,15830,특정지역
7913,2024-07-27 15:00:40.346660,15831,수도권
7914,2024-10-06 04:16:39.512360,15832,지방
7914,2024-10-08 01:09:24.417502,15833,전국
7914,2024-09-29 13:29:20.990802,15834,특정지역
7915,2024-06-12 03:47:54.439473,15835,전국
7915,2024-06-12 19:53:24.751341,15836,특정지역
7916,2024-07-04 14:08:46.830377,15837,지방
7917,2025-06-08 04:47:48.216192,15838,전국
7917,2025-06-03 00:02:23.470024,15839,인천
7917,2025-05-28 18:35:12.825664,15840,특정지역
7918,2024-02-09 06:59:14.452444,15841,수도권
7918,2024-01-31 21:05:42.811571,15842,전국
7918,2024-02-15 18:34:46.259573,15843,특정지역
7919,2025-04-23 15:08:26.424228,15844,전국
7919,2025-04-28 20:54:41.416633,15845,특정지역
7920,2024-10-29 14:30:33.943515,15846,특정지역
7921,2024-08-08 23:01:49.281115,15847,수도권
7921,2024-08-05 02:11:40.899729,15848,전국
7921,2024-08-04 12:22:41.112555,15849,특정지역
7922,2025-06-23 10:20:02.664745,15850,수도권
7923,2025-10-17 05:12:12.917495,15851,지방
7923,2025-10-18 18:41:50.489320,15852,특정지역
7924,2025-07-09 10:32:03.638100,15853,수도권
7924,2025-07-19 11:15:32.530778,15854,특정지역
7925,2025-07-31 18:28:39.678332,15855,수도권
7925,2025-08-09 03:08:44.919422,15856,전국
7925,2025-08-03 08:49:42.766701,15857,특정지역
7926,2024-03-19 20:32:39.093094,15858,수도권
7926,2024-03-08 10:36:32.486948,15859,대구
7926,2024-03-24 19:27:58.339189,15860,특정지역
7927,2025-10-24 22:36:49.706737,15861,수도권
7927,2025-10-25 16:57:48.666949,15862,경기
7927,2025-10-26 14:27:59.644637,15863,전국
7928,2025-11-30 05:16:11.180068,15864,전국
7928,2025-12-02 06:04:48.820913,15865,대구
7928,2025-12-02 22:06:19.884681,15866,특정지역
7929,2024-12-26 04:10:00.341747,15867,인천
7930,2025-07-10 03:20:33.320924,15868,대구
7931,2024-09-09 07:55:18.450166,15869,지방
7931,2024-08-31 01:26:34.748270,15870,경기
7931,2024-09-18 06:19:12.972423,15871,특정지역
7932,2024-08-07 08:52:02.240934,15872,특정지역
7933,2024-07-30 07:44:47.154701,15873,지방
7933,2024-07-29 23:17:43.175451,15874,부산
7933,2024-07-30 02:49:52.266510,15875,특정지역
7934,2025-05-11 11:31:31.234360,15876,수도권
7934,2025-05-13 12:04:27.025835,15877,전국
7934,2025-04-22 04:49:33.488877,15878,특정지역
7935,2025-03-10 04:38:35.889016,15879,대구
7936,2024-06-01 12:10:50.776830,15880,지방
7936,2024-05-30 02:17:29.936840,15881,전국
7937,2025-06-28 20:00:16.286278,15882,지방
7938,2025-11-27 14:09:52.715771,15883,수도권
7938,2025-11-21 03:15:47.479606,15884,서울
7939,2025-10-13 06:42:51.475601,15885,지방
7939,2025-10-04 16:22:18.182923,15886,수도권
7940,2024-10-20 02:04:45.864053,15887,전국
7941,2024-11-28 01:05:55.333802,15888,전국
7941,2024-11-28 18:27:07.123904,15889,인천
7941,2024-12-02 13:13:13.457431,15890,특정지역
7942,2024-04-28 22:31:30.387868,15891,인천
7943,2025-11-09 05:36:02.599802,15892,지방
7943,2025-11-09 15:18:25.897165,15893,수도권
7944,2025-04-13 13:12:49.525333,15894,지방
7944,2025-03-29 01:04:13.179582,15895,수도권
7944,2025-04-16 12:15:06.437229,15896,특정지역
7945,2024-03-17 12:27:51.837134,15897,수도권
7945,2024-02-28 08:29:06.324769,15898,전국
7945,2024-03-04 04:16:32.445775,15899,특정지역
7946,2025-11-09 17:07:04.859689,15900,수도권
7947,2024-12-01 04:05:50.969530,15901,대구
7948,2025-02-05 00:16:05.260686,15902,부산
7949,2024-05-08 17:54:57.907394,15903,수도권
7949,2024-05-07 00:42:09.359178,15904,전국
7950,2025-07-27 03:35:39.834051,15905,수도권
7951,2024-02-04 21:54:40.520350,15906,수도권
7951,2024-02-23 12:52:21.285328,15907,대구
7952,2025-02-28 01:44:39.500637,15908,지방
7952,2025-03-03 14:22:20.179060,15909,수도권
7952,2025-02-09 17:50:55.647621,15910,특정지역
7953,2025-03-01 03:20:00.608512,15911,지방
7953,2025-03-06 20:36:06.886605,15912,전국
7954,2024-08-23 01:52:38.153526,15913,수도권
7954,2024-08-19 16:53:09.907415,15914,전국
7954,2024-08-23 00:13:01.098389,15915,부산
7955,2024-02-12 01:23:37.054298,15916,수도권
7956,2024-10-13 00:57:38.130081,15917,지방
7957,2024-02-18 05:09:55.843110,15918,수도권
7957,2024-02-22 23:31:45.359877,15919,전국
7957,2024-02-25 05:01:56.387422,15920,특정지역
7958,2024-09-28 18:25:56.985342,15921,전국
7958,2024-09-27 15:24:57.959824,15922,대구
7958,2024-09-20 11:01:25.745108,15923,특정지역
7959,2024-07-03 18:01:04.771573,15924,수도권
7960,2025-02-23 15:55:44.072837,15925,수도권
7961,2024-02-10 00:17:58.286851,15926,수도권
7961,2024-02-08 06:52:23.908213,15927,전국
7962,2025-02-16 01:46:39.068716,15928,지방
7962,2025-02-15 04:00:05.085842,15929,부산
7962,2025-02-14 18:40:36.609316,15930,전국
7963,2024-12-27 22:26:21.485835,15931,특정지역
7964,2025-10-20 05:18:36.517558,15932,수도권
7964,2025-10-16 14:46:29.482607,15933,전국
7964,2025-10-18 16:25:09.871852,15934,특정지역
7965,2025-11-10 04:29:04.776033,15935,특정지역
7966,2024-05-14 11:25:27.346750,15936,경기
7967,2025-05-31 03:09:11.417761,15937,특정지역
7968,2024-01-26 05:40:16.321552,15938,수도권
7968,2024-01-27 05:08:44.126674,15939,특정지역
7969,2024-10-17 16:06:58.915593,15940,부산
7970,2025-04-12 09:27:19.865063,15941,전국
7970,2025-04-08 11:19:03.916492,15942,인천
7971,2024-10-24 15:58:06.017165,15943,지방
7971,2024-10-27 08:54:28.446554,15944,수도권
7971,2024-10-31 20:53:47.883929,15945,특정지역
7972,2024-06-29 11:47:40.824642,15946,수도권
7972,2024-06-30 07:59:50.386996,15947,대구
7972,2024-06-30 18:43:46.782075,15948,특정지역
7973,2024-12-18 22:08:44.571520,15949,전국
7974,2025-02-19 04:01:54.615175,15950,특정지역
7975,2025-04-29 04:20:01.685080,15951,지방
7975,2025-04-30 16:20:14.984604,15952,수도권
7975,2025-04-29 04:13:37.887490,15953,특정지역
7976,2024-04-23 01:12:03.382241,15954,지방
7976,2024-04-21 06:06:34.048047,15955,수도권
7976,2024-04-11 15:13:15.138580,15956,전국
7977,2024-03-09 06:39:47.587296,15957,전국
7977,2024-03-09 07:57:06.653989,15958,서울
7977,2024-03-02 01:10:44.356578,15959,특정지역
7978,2024-07-04 11:04:08.325198,15960,부산
7978,2024-06-29 03:38:21.437767,15961,전국
7978,2024-07-01 16:06:10.709181,15962,특정지역
7979,2024-12-09 13:50:11.890381,15963,지방
7979,2024-12-19 11:52:14.396351,15964,전국
7979,2024-12-12 06:01:19.048156,15965,특정지역
7980,2024-01-08 05:30:34.782263,15966,전국
7980,2023-12-27 13:14:26.048777,15967,특정지역
7980,2023-12-30 07:39:03.668506,15968,대구
7981,2025-09-14 14:47:02.129067,15969,특정지역
7982,2025-10-30 07:44:14.671257,15970,전국
7983,2024-01-06 09:32:54.072464,15971,경기
7984,2024-04-26 10:16:52.030357,15972,수도권
7984,2024-04-27 02:24:23.759186,15973,전국
7984,2024-04-27 12:49:48.268739,15974,특정지역
7985,2023-12-27 21:49:31.375053,15975,지방
7985,2023-12-16 00:58:22.357348,15976,전국
7985,2023-12-26 03:05:33.398874,15977,인천
7986,2025-03-15 06:10:12.748602,15978,지방
7986,2025-03-18 09:50:31.891655,15979,수도권
7986,2025-03-13 20:35:47.514244,15980,인천
7987,2024-07-08 00:26:09.661549,15981,지방
7987,2024-07-15 16:13:22.125625,15982,부산
7988,2025-11-10 10:35:41.767804,15983,특정지역
7989,2025-12-10 09:43:29.275623,15984,지방
7989,2025-12-10 02:38:31.377293,15985,전국
7990,2024-03-20 07:43:47.337094,15986,수도권
7990,2024-03-24 11:59:19.897122,15987,전국
7990,2024-03-20 16:22:04.081421,15988,특정지역
7991,2025-04-05 10:33:20.314581,15989,대구
7992,2025-04-23 05:14:35.106528,15990,지방
7992,2025-04-15 04:57:53.488730,15991,전국
7992,2025-04-15 00:52:26.947980,15992,대구
7993,2024-07-22 23:52:59.898512,15993,지방
7993,2024-07-16 07:43:35.984214,15994,부산
7993,2024-08-05 05:43:42.327825,15995,전국
7994,2024-10-25 22:50:57.737740,15996,지방
7994,2024-10-31 02:01:17.093371,15997,수도권
7994,2024-10-27 03:44:33.478011,15998,전국
7995,2024-07-01 03:01:22.015688,15999,전국
7995,2024-07-01 21:28:30.364190,16000,경기
7995,2024-07-04 08:48:56.984168,16001,특정지역
7996,2024-04-08 03:22:38.675761,16002,지방
7996,2024-04-16 18:20:58.192784,16003,대구
7996,2024-04-09 03:17:03.706620,16004,특정지역
7997,2024-11-19 09:51:37.396174,16005,부산
7997,2024-11-20 02:05:28.295817,16006,특정지역
7998,2025-08-18 00:48:05.835979,16007,특정지역
7999,2024-04-21 17:39:05.025474,16008,수도권
8000,2025-08-30 05:35:20.861332,16009,경기
8001,2025-11-27 11:55:59.657270,16010,전국
8002,2025-11-28 01:44:29.271888,16011,서울
8003,2025-01-25 19:05:34.560353,16012,전국
8003,2025-02-04 15:33:13.890463,16013,경기
8003,2025-01-27 21:01:11.482402,16014,특정지역
8004,2025-08-26 22:51:31.337065,16015,지방
8004,2025-08-17 03:00:15.231861,16016,수도권
8004,2025-08-19 03:03:07.900280,16017,특정지역
8005,2025-06-19 08:38:00.513027,16018,수도권
8005,2025-06-19 07:02:04.616871,16019,전국
8005,2025-06-19 04:30:43.258806,16020,서울
8006,2025-04-29 22:44:26.198501,16021,지방
8007,2025-11-15 23:44:30.693598,16022,수도권
8007,2025-11-09 05:44:02.246573,16023,전국
8007,2025-11-11 01:37:35.177858,16024,서울
8008,2024-06-05 13:05:59.918537,16025,지방
8008,2024-06-10 08:54:26.826728,16026,수도권
8008,2024-06-01 04:03:17.725627,16027,전국
8009,2024-07-05 12:39:25.461789,16028,전국
8009,2024-07-07 05:34:09.371186,16029,서울
8010,2025-12-05 04:02:59.325330,16030,지방
8010,2025-11-22 09:39:16.696880,16031,수도권
8010,2025-12-11 10:40:54.264952,16032,전국
8011,2024-03-04 18:20:44.622425,16033,수도권
8012,2025-07-28 05:59:24.404718,16034,수도권
8013,2024-10-03 15:55:00.811019,16035,지방
8013,2024-10-03 17:49:52.572698,16036,수도권
8014,2025-10-15 03:21:31.831825,16037,지방
8015,2024-08-01 09:44:42.332815,16038,지방
8015,2024-08-03 01:36:45.818717,16039,수도권
8016,2023-12-07 05:56:59.848462,16040,지방
8016,2023-12-07 08:24:01.101603,16041,경기
8016,2023-12-06 06:19:50.576563,16042,특정지역
8017,2024-10-18 05:45:09.735901,16043,수도권
8017,2024-10-16 22:32:24.804071,16044,전국
8017,2024-10-09 06:48:58.449288,16045,특정지역
8018,2025-06-28 07:08:31.150932,16046,수도권
8018,2025-06-23 12:35:59.967598,16047,경기
8018,2025-06-24 08:17:39.996176,16048,특정지역
8019,2025-11-10 11:09:50.756220,16049,부산
8019,2025-11-20 03:13:46.098725,16050,전국
8020,2025-02-11 03:29:01.014827,16051,지방
8020,2025-02-06 21:26:55.844544,16052,부산
8021,2024-12-17 21:32:40.074402,16053,지방
8022,2024-11-14 04:26:26.499337,16054,지방
8023,2024-07-11 07:50:34.028611,16055,지방
8023,2024-07-08 17:16:57.005360,16056,전국
8024,2024-06-19 01:34:00.882671,16057,지방
8024,2024-06-24 10:05:49.446292,16058,경기
8024,2024-06-19 18:25:07.545414,16059,특정지역
8025,2025-06-16 06:42:26.388364,16060,경기
8026,2025-08-24 21:35:12.695129,16061,특정지역
8027,2024-05-23 02:43:09.680420,16062,지방
8027,2024-05-24 21:59:28.142054,16063,전국
8027,2024-05-26 03:54:43.188065,16064,특정지역
8028,2025-08-25 15:07:30.702135,16065,전국
8029,2024-12-14 01:37:15.262217,16066,지방
8030,2024-03-13 15:41:51.166773,16067,지방
8031,2025-08-18 19:58:10.099598,16068,지방
8031,2025-08-15 11:06:47.748502,16069,전국
8032,2025-08-18 20:31:31.141425,16070,전국
8033,2025-04-06 20:25:00.354042,16071,특정지역
8034,2025-03-07 03:22:33.782823,16072,서울
8035,2025-07-10 01:46:16.604466,16073,지방
8035,2025-07-08 20:00:31.054340,16074,특정지역
8036,2024-04-15 11:51:23.913237,16075,전국
8037,2024-03-14 07:57:22.808587,16076,지방
8037,2024-03-20 05:50:37.244707,16077,특정지역
8038,2025-08-26 02:25:33.678015,16078,특정지역
8039,2024-11-15 15:16:55.528551,16079,전국
8039,2024-11-19 22:20:42.020202,16080,특정지역
8040,2024-08-06 21:31:21.176858,16081,지방
8040,2024-07-21 22:53:43.459661,16082,전국
8040,2024-07-26 14:24:23.891988,16083,대구
8041,2025-01-12 10:47:25.463750,16084,지방
8042,2025-09-04 19:07:01.169204,16085,지방
8042,2025-09-19 18:46:38.966937,16086,전국
8042,2025-09-08 06:06:54.321228,16087,특정지역
8043,2024-06-28 00:26:10.050884,16088,수도권
8043,2024-06-16 02:24:58.339405,16089,인천
8044,2024-08-30 12:45:12.974436,16090,전국
8044,2024-09-15 05:43:52.531309,16091,특정지역
8045,2024-09-15 07:53:04.795696,16092,수도권
8045,2024-08-30 07:35:30.869402,16093,부산
8045,2024-09-13 13:30:32.612315,16094,특정지역
8046,2025-01-11 12:17:02.153405,16095,수도권
8046,2025-01-14 02:08:39.242405,16096,전국
8046,2025-01-12 22:39:19.411489,16097,특정지역
8047,2025-10-18 19:42:52.975353,16098,지방
8048,2025-02-26 00:41:22.023092,16099,특정지역
8049,2025-03-28 03:26:31.941739,16100,지방
8049,2025-03-22 16:20:12.149466,16101,경기
8050,2024-07-28 13:03:02.888670,16102,대구
8051,2025-09-25 08:34:27.592458,16103,지방
8051,2025-09-19 02:09:50.769538,16104,수도권
8051,2025-10-07 11:11:47.463745,16105,경기
8052,2024-09-03 03:07:14.382652,16106,서울
8053,2025-06-13 03:15:45.135457,16107,지방
8053,2025-06-15 05:34:00.942308,16108,전국
8053,2025-06-07 04:52:45.799360,16109,특정지역
8054,2023-12-21 12:13:43.851077,16110,경기
8055,2024-01-20 19:27:54.528768,16111,전국
8056,2025-01-20 13:24:44.019350,16112,수도권
8056,2025-01-08 14:25:11.411442,16113,전국
8056,2025-01-15 01:01:36.535345,16114,부산
8057,2025-06-23 16:58:08.438481,16115,수도권
8057,2025-06-23 00:54:52.765669,16116,전국
8057,2025-06-23 23:33:01.109323,16117,특정지역
8058,2024-09-02 13:22:30.704784,16118,지방
8058,2024-09-02 13:36:44.243388,16119,전국
8058,2024-09-04 10:58:13.621833,16120,특정지역
8059,2025-06-03 15:24:07.184048,16121,지방
8059,2025-05-22 23:33:41.735977,16122,부산
8059,2025-06-01 19:05:03.302310,16123,전국
8060,2025-05-17 13:30:39.718124,16124,전국
8061,2024-07-28 09:56:27.772070,16125,수도권
8061,2024-08-03 19:07:03.867787,16126,전국
8062,2025-05-28 05:48:42.759013,16127,수도권
8062,2025-05-28 05:33:45.849454,16128,전국
8063,2024-04-12 07:19:57.086057,16129,수도권
8064,2024-04-10 15:06:31.507447,16130,전국
8064,2024-04-08 23:19:00.577855,16131,인천
8065,2025-05-04 13:11:18.146768,16132,지방
8065,2025-04-27 06:18:38.575923,16133,수도권
8066,2024-09-19 05:07:10.298191,16134,지방
8066,2024-09-16 03:06:12.803153,16135,수도권
8066,2024-10-01 19:10:56.468844,16136,특정지역
8067,2025-07-03 22:47:42.409536,16137,지방
8068,2025-10-31 19:11:24.684714,16138,수도권
8069,2025-03-14 03:02:38.761965,16139,인천
8070,2024-10-22 17:53:09.518368,16140,전국
8070,2024-10-20 16:14:02.445759,16141,특정지역
8071,2025-06-01 19:23:29.675219,16142,지방
8072,2025-05-20 18:15:25.139762,16143,대구
8073,2024-04-02 09:06:39.614235,16144,전국
8073,2024-04-03 19:49:03.130393,16145,대구
8074,2025-05-14 17:48:41.521446,16146,수도권
8075,2024-09-17 18:16:34.539405,16147,수도권
8075,2024-09-24 14:44:19.824638,16148,특정지역
8076,2025-05-13 03:36:01.388142,16149,지방
8076,2025-05-12 21:07:33.960005,16150,수도권
8076,2025-05-18 07:32:38.801651,16151,전국
8077,2025-04-07 14:23:42.476191,16152,수도권
8077,2025-04-09 08:43:44.235186,16153,전국
8078,2025-11-09 22:44:02.284066,16154,수도권
8078,2025-11-10 19:13:22.766833,16155,전국
8079,2024-12-02 19:18:01.826179,16156,지방
8079,2024-11-30 15:48:10.438255,16157,전국
8080,2024-03-29 15:24:53.182362,16158,특정지역
8081,2025-08-19 05:57:06.158536,16159,전국
8081,2025-08-15 00:17:31.617561,16160,인천
8081,2025-09-09 17:04:44.158701,16161,특정지역
8082,2025-04-19 07:28:15.944355,16162,수도권
8082,2025-04-12 18:49:20.292151,16163,부산
8082,2025-04-22 17:31:42.370087,16164,특정지역
8083,2024-05-07 05:48:35.567755,16165,수도권
8083,2024-05-02 20:02:10.032347,16166,특정지역
8084,2025-03-16 06:33:38.125862,16167,지방
8085,2024-09-30 21:02:34.289892,16168,지방
8085,2024-09-29 20:07:22.638903,16169,수도권
8085,2024-09-27 09:01:59.698350,16170,특정지역
8086,2024-09-15 07:07:03.906190,16171,수도권
8086,2024-09-11 14:43:26.610865,16172,서울
8087,2025-05-19 09:49:09.803366,16173,수도권
8088,2025-04-23 06:51:16.016714,16174,수도권
8089,2024-10-04 13:01:17.986599,16175,지방
8090,2024-10-26 21:29:25.129651,16176,지방
8090,2024-10-25 12:33:39.317187,16177,수도권
8090,2024-10-26 01:34:24.049869,16178,특정지역
8091,2025-10-28 03:28:21.020971,16179,지방
8091,2025-10-27 07:59:41.946843,16180,경기
8092,2025-08-12 18:36:32.013274,16181,수도권
8092,2025-08-10 19:38:43.227762,16182,전국
8092,2025-08-04 03:11:03.469939,16183,특정지역
8093,2025-11-08 17:50:42.404576,16184,지방
8093,2025-11-19 02:15:03.857185,16185,특정지역
8093,2025-11-13 19:15:03.300328,16186,대구
8094,2024-06-11 20:40:01.360842,16187,지방
8094,2024-06-23 22:18:57.552984,16188,수도권
8094,2024-06-24 15:04:15.093515,16189,경기
8095,2024-05-18 03:11:01.750236,16190,수도권
8095,2024-05-21 05:17:10.385110,16191,전국
8096,2024-07-19 21:40:37.624601,16192,수도권
8096,2024-07-16 23:08:40.275663,16193,대구
8096,2024-07-07 00:45:03.730074,16194,특정지역
8097,2025-05-07 07:08:33.109847,16195,지방
8097,2025-05-03 11:11:39.555751,16196,인천
8097,2025-05-02 20:37:19.408616,16197,특정지역
8098,2025-03-16 01:33:39.240740,16198,지방
8098,2025-03-02 21:18:24.535072,16199,전국
8098,2025-03-13 05:38:23.484547,16200,특정지역
8099,2024-02-16 13:58:27.182948,16201,전국
8100,2024-12-24 10:26:54.510489,16202,부산
8100,2024-12-24 10:18:32.022572,16203,수도권
8100,2024-12-19 23:11:10.821491,16204,특정지역
8101,2024-06-16 13:11:09.285460,16205,전국
8101,2024-07-03 16:02:20.350163,16206,특정지역
8102,2025-07-19 05:29:09.586673,16207,지방
8102,2025-07-11 13:18:31.204974,16208,전국
8102,2025-07-18 08:17:02.256216,16209,특정지역
8103,2024-08-04 06:40:04.074664,16210,부산
8103,2024-08-03 15:17:25.035240,16211,전국
8104,2024-10-23 19:25:44.048465,16212,지방
8104,2024-10-22 21:32:31.352920,16213,수도권
8104,2024-10-23 15:37:01.434865,16214,특정지역
8105,2024-01-17 16:39:54.088504,16215,지방
8105,2024-01-16 03:58:58.716563,16216,전국
8105,2024-01-04 19:10:36.859055,16217,특정지역
8106,2025-08-20 14:19:20.935072,16218,지방
8107,2024-02-19 00:03:51.463517,16219,지방
8107,2024-03-01 07:25:03.498226,16220,수도권
8107,2024-03-03 14:00:30.951148,16221,특정지역
8108,2025-11-25 19:19:56.534689,16222,지방
8109,2024-04-19 17:20:44.019872,16223,지방
8109,2024-04-18 07:16:44.429932,16224,부산
8109,2024-04-20 08:12:37.900389,16225,전국
8110,2025-02-26 23:36:06.224911,16226,지방
8110,2025-02-27 03:54:50.053069,16227,전국
8110,2025-03-15 09:15:52.397884,16228,경기
8111,2025-11-11 18:05:49.018693,16229,지방
8112,2024-03-13 19:41:47.339795,16230,인천
8113,2024-12-21 15:13:46.392841,16231,경기
8114,2023-12-15 02:02:31.070135,16232,전국
8115,2025-04-04 03:09:22.956914,16233,지방
8115,2025-04-22 10:01:26.866361,16234,전국
8116,2024-01-02 17:37:58.390712,16235,부산
8117,2024-07-11 00:11:14.986832,16236,지방
8117,2024-07-09 13:22:40.882616,16237,대구
8117,2024-07-19 11:56:09.300617,16238,특정지역
8118,2025-05-01 23:37:23.162479,16239,수도권
