announcement_id,created_at,summary_id,updated_at,summary
7318,2025-11-21 00:59:01.744219,5044,2025-11-22 10:54:29.874850,부산 공고 요약 7318
7319,2024-08-07 04:51:01.374197,5045,2024-08-11 00:50:23.721970,경기 공고 요약 7319
7320,2024-07-06 17:37:11.257388,5046,2024-07-12 13:03:57.514795,인천 공고 요약 7320
7323,2025-07-08 00:12:50.625939,5047,2025-07-08 09:01:27.449618,대구 공고 요약 7323
7325,2025-05-07 01:56:51.987627,5048,2025-05-13 00:03:04.280310,
7326,2025-08-15 11:16:49.302737,5049,2025-08-19 12:10:39.880571,대구 공고 요약 7326
7327,2024-01-06 20:51:24.503579,5050,2024-01-07 13:20:31.609359,
7328,2024-01-10 22:18:02.977554,5051,2024-01-11 10:05:12.044916,인천 공고 요약 7328
7329,2025-04-07 12:35:33.747770,5052,2025-04-13 02:07:32.870481,경기 공고 요약 7329
7330,2024-12-09 17:32:40.075631,5053,2024-12-10 04:57:30.759519,
7331,2024-12-18 02:23:59.619210,5054,2024-12-19 05:07:44.368077,인천 공고 요약 7331
7332,2025-06-04 13:01:47.470971,5055,2025-06-05 20:08:29.151532,서울 공고 요약 7332
7333,2025-06-17 20:00:37.397579,5056,2025-06-22 15:48:41.846282,부산 공고 요약 7333
7335,2025-05-19 01:21:18.761665,5057,2025-05-20 19:52:16.814835,인천 공고 요약 7335
7336,2024-12-23 05:07:23.818521,5058,2024-12-29 15:42:50.651728,대구 공고 요약 7336
7337,2025-04-17 12:01:38.345045,5059,2025-04-17 20:53:17.500691,부산 공고 요약 7337
7340,2025-06-19 23:48:44.124527,5060,2025-06-23 09:28:58.186708,부산 공고 요약 7340
7342,2024-03-27 00:52:13.298641,5061,2024-04-03 00:33:42.616112,경기 공고 요약 7342
7343,2025-01-04 00:02:16.618448,5062,2025-01-05 22:42:45.483215,대구 공고 요약 7343
7344,2025-04-29 05:58:51.417118,5063,2025-05-07 04:32:34.185771,서울 공고 요약 7344
7345,2025-07-17 11:38:14.328964,5064,2025-07-17 13:31:47.113052,서울 공고 요약 7345
7346,2024-06-18 09:57:31.431579,5065,2024-06-25 11:23:08.173899,부산 공고 요약 7346
7347,2026-01-01 17:02:26.840056,5066,2026-01-01 22:51:43.318324,부산 공고 요약 7347
7348,2025-04-03 23:24:40.784670,5067,2025-04-07 11:11:30.377693,대구 공고 요약 7348
7350,2025-03-24 07:29:32.795275,5068,2025-03-25 13:55:47.005772,
7352,2024-05-10 12:17:03.054487,5069,2024-05-10 15:29:15.832894,서울 공고 요약 7352
7354,2025-07-20 19:38:25.041771,5070,2025-07-20 19:44:17.144590,대구 공고 요약 7354
7355,2025-09-19 23:39:25.175953,5071,2025-09-21 01:07:48.649905,인천 공고 요약 7355
7356,2024-06-28 04:23:53.672279,5072,2024-06-28 05:44:39.409234,대구 공고 요약 7356
7357,2024-06-27 04:36:30.098923,5073,2024-06-27 05:03:24.416117,부산 공고 요약 7357
7358,2024-10-11 06:30:25.875825,5074,2024-10-28 00:00:04.051682,서울 공고 요약 7358
7359,2025-05-09 09:05:11.465156,5075,2025-05-09 14:09:39.352003,인천 공고 요약 7359
7360,2024-01-14 03:35:49.852198,5076,2024-01-28 13:56:10.232860,
7362,2025-05-30 21:01:23.764247,5077,2025-05-31 12:16:20.527083,부산 공고 요약 7362
7363,2024-11-09 17:45:35.912075,5078,2024-11-11 04:10:49.285701,인천 공고 요약 7363
7364,2025-11-13 04:28:22.814469,5079,2025-11-28 11:44:56.308313,
7365,2024-10-23 03:28:20.401708,5080,2024-11-12 23:28:19.610028,부산 공고 요약 7365
7366,2024-02-16 09:04:31.252002,5081,2024-02-26 22:14:33.257381,대구 공고 요약 7366
7367,2024-01-31 12:40:45.702946,5082,2024-01-31 16:40:45.778519,인천 공고 요약 7367
7368,2024-11-11 11:03:41.662173,5083,2024-11-12 12:03:57.387061,경기 공고 요약 7368
7369,2024-06-15 20:09:53.438052,5084,2024-06-16 06:55:45.212401,인천 공고 요약 7369
7372,2024-05-15 14:29:23.229959,5085,2024-05-17 07:43:48.239236,
7375,2025-05-27 21:45:29.388288,5086,2025-05-28 20:21:04.143490,서울 공고 요약 7375
7377,2024-07-01 20:32:45.750490,5087,2024-07-02 05:39:26.588672,경기 공고 요약 7377
7378,2024-12-19 09:17:37.181941,5088,2024-12-22 14:20:05.436577,인천 공고 요약 7378
7379,2024-05-18 15:11:27.321160,5089,2024-05-19 00:56:38.344914,부산 공고 요약 7379
7381,2025-12-25 04:17:25.748734,5090,2025-12-30 19:37:08.866110,인천 공고 요약 7381
7382,2025-12-09 06:57:26.642023,5091,2025-12-27 06:06:12.002844,경기 공고 요약 7382
7383,2025-09-10 18:24:00.732529,5092,2025-09-16 08:02:53.210425,경기 공고 요약 7383
7384,2024-11-28 01:33:24.246939,5093,2024-11-29 22:53:00.887783,부산 공고 요약 7384
7385,2025-03-26 17:05:46.373524,5094,2025-03-26 18:03:05.876520,인천 공고 요약 7385
7386,2024-07-27 19:49:20.443317,5095,2024-08-01 07:54:25.549074,
7387,2024-04-25 01:59:24.606516,5096,2024-04-27 03:41:00.862344,
7388,2024-05-30 17:55:14.575021,5097,2024-05-30 19:29:56.246607,서울 공고 요약 7388
7389,2025-03-18 13:47:03.976365,5098,2025-03-18 21:58:43.292696,서울 공고 요약 7389
7390,2024-10-09 05:11:29.380672,5099,2024-10-11 23:21:26.806606,인천 공고 요약 7390
7391,2024-06-24 22:28:33.565422,5100,2024-06-25 07:32:05.261609,인천 공고 요약 7391
7394,2024-07-10 16:58:49.484903,5101,2024-07-14 17:59:46.299488,대구 공고 요약 7394
7395,2025-10-25 20:01:33.347771,5102,2025-10-31 23:59:52.649542,부산 공고 요약 7395
7396,2024-01-28 17:28:50.116690,5103,2024-01-28 22:24:38.094367,부산 공고 요약 7396
7398,2024-02-05 16:03:41.962876,5104,2024-02-06 00:41:03.334467,경기 공고 요약 7398
7400,2024-07-30 21:38:22.151806,5105,2024-08-04 00:00:21.956752,인천 공고 요약 7400
7401,2025-02-15 08:01:39.348076,5106,2025-02-18 08:11:47.362284,
7402,2024-05-19 02:04:36.728455,5107,2024-05-27 15:22:06.680502,경기 공고 요약 7402
7404,2024-07-24 00:51:33.708246,5108,2024-07-26 03:55:59.193242,경기 공고 요약 7404
7405,2024-01-15 16:13:39.145165,5109,2024-01-15 17:22:18.956452,경기 공고 요약 7405
7406,2025-03-02 08:24:57.539526,5110,2025-03-02 15:33:31.140948,
7414,2024-10-24 21:21:49.782616,5111,2024-10-27 01:02:16.509048,경기 공고 요약 7414
7416,2025-05-04 15:14:11.921302,5112,2025-05-05 05:29:52.044407,경기 공고 요약 7416
7417,2024-03-16 22:21:55.802017,5113,2024-03-17 01:31:59.537288,인천 공고 요약 7417
7419,2024-02-21 23:24:11.563596,5114,2024-02-28 04:48:44.617061,경기 공고 요약 7419
7420,2025-06-14 02:49:40.348233,5115,2025-06-18 13:43:06.967355,
7421,2024-08-07 06:37:50.964372,5116,2024-08-08 11:44:28.232003,대구 공고 요약 7421
7423,2025-04-15 07:43:36.188945,5117,2025-04-20 03:28:32.612519,
7425,2025-10-27 06:17:53.799745,5118,2025-10-27 14:04:58.505782,
7426,2025-03-25 03:23:47.495078,5119,2025-04-10 16:45:06.658340,서울 공고 요약 7426
7430,2025-10-15 17:56:03.239718,5120,2025-10-16 22:12:14.919559,인천 공고 요약 7430
7431,2025-11-11 19:04:13.848515,5121,2025-11-13 07:28:23.114922,대구 공고 요약 7431
7433,2024-03-21 06:18:34.997852,5122,2024-03-25 11:04:41.190369,인천 공고 요약 7433
7435,2025-10-04 14:41:02.589741,5123,2025-10-06 09:44:17.831949,부산 공고 요약 7435
7436,2025-12-11 21:39:13.340554,5124,2025-12-18 02:27:44.617697,대구 공고 요약 7436
7437,2024-01-23 07:14:03.199345,5125,2024-01-28 01:00:36.812668,서울 공고 요약 7437
7438,2025-11-05 00:49:08.267529,5126,2025-11-05 02:31:33.670558,경기 공고 요약 7438
7439,2024-01-29 23:24:55.514551,5127,2024-01-29 23:48:54.993963,서울 공고 요약 7439
7440,2025-04-19 05:51:46.260802,5128,2025-04-20 12:21:38.828492,대구 공고 요약 7440
7441,2023-12-18 08:34:36.503616,5129,2023-12-22 16:12:48.981331,대구 공고 요약 7441
7442,2025-08-01 20:01:52.284111,5130,2025-08-02 05:42:37.430094,경기 공고 요약 7442
7443,2024-11-27 06:42:11.582788,5131,2024-11-29 09:41:08.154159,경기 공고 요약 7443
7445,2025-06-27 17:15:01.173315,5132,2025-07-01 23:08:11.420248,인천 공고 요약 7445
7447,2025-08-11 10:28:14.107847,5133,2025-08-20 12:09:34.560377,경기 공고 요약 7447
7449,2024-08-08 17:52:37.606449,5134,2024-08-08 21:27:28.212482,서울 공고 요약 7449
7450,2024-01-25 05:05:36.010998,5135,2024-01-30 21:15:07.819471,서울 공고 요약 7450
7451,2025-03-23 06:19:25.367418,5136,2025-03-24 21:21:32.602662,서울 공고 요약 7451
7452,2024-05-13 15:12:04.970775,5137,2024-05-14 03:13:15.315744,경기 공고 요약 7452
7455,2024-12-08 13:34:31.462981,5138,2024-12-11 19:31:12.754552,대구 공고 요약 7455
7456,2025-07-26 16:54:01.253203,5139,2025-07-27 22:15:50.125661,부산 공고 요약 7456
7457,2025-06-05 12:37:22.724228,5140,2025-06-05 16:42:19.448392,경기 공고 요약 7457
7460,2023-12-12 13:45:54.876601,5141,2023-12-12 14:11:17.150856,대구 공고 요약 7460
7463,2025-11-18 06:59:17.964721,5142,2025-12-05 22:27:23.357346,경기 공고 요약 7463
7464,2025-01-01 23:50:18.319912,5143,2025-01-02 13:01:14.888352,경기 공고 요약 7464
7465,2025-03-27 23:27:35.816470,5144,2025-03-29 08:56:04.081002,서울 공고 요약 7465
7466,2024-12-04 05:23:40.074481,5145,2024-12-07 16:06:43.444577,경기 공고 요약 7466
7467,2024-10-14 16:02:50.189741,5146,2024-10-29 04:19:13.212489,
7468,2024-05-13 14:53:41.041152,5147,2024-05-20 22:39:55.612962,
7471,2023-12-24 17:56:19.244711,5148,2023-12-30 22:57:48.893767,서울 공고 요약 7471
7472,2024-02-24 17:56:28.500914,5149,2024-03-05 14:12:51.030426,대구 공고 요약 7472
7474,2025-11-25 04:50:21.953420,5150,2025-11-25 07:11:47.182515,인천 공고 요약 7474
7475,2025-03-09 02:19:27.996027,5151,2025-03-10 15:11:57.596935,부산 공고 요약 7475
7478,2025-01-22 07:42:13.493700,5152,2025-01-24 00:39:33.204045,경기 공고 요약 7478
7479,2024-11-11 05:23:05.213747,5153,2024-11-12 10:57:38.507577,인천 공고 요약 7479
7481,2024-07-14 10:05:25.791538,5154,2024-07-19 04:26:31.043349,경기 공고 요약 7481
7484,2024-06-04 14:20:13.942130,5155,2024-06-10 11:31:01.869782,경기 공고 요약 7484
7485,2025-07-15 15:40:32.178106,5156,2025-07-16 07:16:05.150469,서울 공고 요약 7485
7486,2025-06-21 02:20:18.543169,5157,2025-06-23 20:33:00.339048,대구 공고 요약 7486
7488,2025-08-30 20:29:28.249730,5158,2025-08-31 23:22:02.259666,인천 공고 요약 7488
7489,2025-10-10 21:19:03.439431,5159,2025-10-11 19:03:12.523496,경기 공고 요약 7489
7492,2024-12-27 15:35:52.040172,5160,2024-12-31 06:06:55.159774,인천 공고 요약 7492
7493,2023-12-29 00:06:45.761047,5161,2024-01-01 20:21:19.976246,부산 공고 요약 7493
7494,2025-05-12 09:13:22.858625,5162,2025-05-15 10:07:45.325601,경기 공고 요약 7494
7495,2023-12-23 14:28:45.894172,5163,2023-12-24 01:08:14.287381,대구 공고 요약 7495
7497,2025-09-02 13:52:37.539336,5164,2025-09-06 17:35:56.244563,대구 공고 요약 7497
7498,2025-09-06 18:00:58.504003,5165,2025-09-19 04:48:11.189923,서울 공고 요약 7498
7500,2025-03-19 11:08:34.292348,5166,2025-03-19 20:54:49.961087,인천 공고 요약 7500
7502,2023-12-18 02:54:55.585121,5167,2023-12-19 13:25:06.194582,경기 공고 요약 7502
7504,2024-10-30 22:46:35.335244,5168,2024-11-02 15:35:05.596607,인천 공고 요약 7504
7505,2024-08-09 22:25:11.347603,5169,2024-08-13 11:42:53.517085,인천 공고 요약 7505
7506,2024-01-16 01:49:42.844607,5170,2024-01-16 17:56:35.423513,
7507,2025-02-18 01:46:01.550434,5171,2025-02-18 04:21:25.187356,서울 공고 요약 7507
7508,2025-11-16 20:09:16.616577,5172,2025-11-21 01:56:39.913293,대구 공고 요약 7508
7509,2024-04-12 19:28:56.680312,5173,2024-04-15 03:18:36.006087,부산 공고 요약 7509
7512,2025-05-11 00:36:34.281443,5174,2025-05-11 05:44:43.905975,대구 공고 요약 7512
7513,2025-05-13 04:37:49.715776,5175,2025-05-19 17:49:14.675760,
7514,2025-11-04 19:26:51.357889,5176,2025-11-05 21:14:20.461234,대구 공고 요약 7514
7515,2024-10-09 16:03:56.277886,5177,2024-10-11 08:47:55.483925,
7520,2024-11-27 13:02:00.263275,5178,2024-11-27 22:28:15.172618,부산 공고 요약 7520
7521,2024-09-24 20:17:37.169093,5179,2024-10-03 15:38:26.122077,부산 공고 요약 7521
7522,2024-07-31 04:38:18.486134,5180,2024-07-31 06:20:56.586003,부산 공고 요약 7522
7524,2024-09-16 04:29:17.455606,5181,2024-09-21 21:52:34.679243,경기 공고 요약 7524
7525,2024-12-02 17:12:38.130288,5182,2024-12-05 15:19:07.036172,인천 공고 요약 7525
7526,2024-06-17 18:59:17.719705,5183,2024-06-17 22:21:38.735168,부산 공고 요약 7526
7527,2024-04-22 21:10:24.039433,5184,2024-04-23 08:21:14.558992,
7529,2023-11-25 00:41:29.577425,5185,2023-11-29 00:26:54.825469,
7530,2024-07-29 20:46:13.977955,5186,2024-07-30 12:55:26.571768,인천 공고 요약 7530
7531,2024-05-27 22:24:20.907372,5187,2024-05-28 05:58:03.799224,인천 공고 요약 7531
7532,2024-01-04 14:16:45.985453,5188,2024-01-04 15:20:39.580228,경기 공고 요약 7532
7536,2024-10-18 23:09:35.374090,5189,2024-10-18 23:25:26.015233,대구 공고 요약 7536
7540,2024-06-03 11:06:13.696676,5190,2024-06-07 10:56:37.044240,
7541,2025-05-03 15:42:43.089959,5191,2025-05-07 20:23:19.700227,경기 공고 요약 7541
7543,2024-02-04 00:29:11.444792,5192,2024-02-09 04:22:15.655119,경기 공고 요약 7543
7546,2024-01-25 04:17:42.787973,5193,2024-01-27 11:22:09.810364,경기 공고 요약 7546
7547,2025-09-09 14:33:37.104434,5194,2025-09-15 02:50:07.943981,서울 공고 요약 7547
7548,2024-10-02 18:48:05.647905,5195,2024-10-11 02:14:21.861775,경기 공고 요약 7548
7549,2025-08-30 14:08:37.920609,5196,2025-08-31 17:23:57.677402,부산 공고 요약 7549
7550,2025-04-30 05:36:10.226317,5197,2025-05-21 12:30:47.320386,
7551,2025-02-26 02:44:24.352991,5198,2025-03-01 02:41:24.922310,서울 공고 요약 7551
7552,2024-12-05 08:08:34.816999,5199,2024-12-05 11:53:51.154923,인천 공고 요약 7552
7553,2024-04-04 21:20:02.448861,5200,2024-04-07 19:40:42.741892,부산 공고 요약 7553
7554,2024-11-30 12:22:52.170433,5201,2024-12-12 05:27:11.885406,대구 공고 요약 7554
7555,2024-07-22 19:11:58.209846,5202,2024-07-28 06:26:53.063452,인천 공고 요약 7555
7556,2025-08-15 08:35:52.736088,5203,2025-08-21 16:04:21.489657,서울 공고 요약 7556
7558,2024-05-08 10:45:15.942455,5204,2024-05-09 22:17:44.626416,경기 공고 요약 7558
7560,2025-09-15 23:57:45.198097,5205,2025-09-17 02:58:08.124047,인천 공고 요약 7560
7563,2024-04-10 09:43:52.686169,5206,2024-04-21 18:13:25.561351,인천 공고 요약 7563
7564,2025-08-25 06:49:24.387467,5207,2025-08-28 19:31:38.479521,경기 공고 요약 7564
7565,2025-03-22 00:22:51.610724,5208,2025-03-22 21:13:14.106885,경기 공고 요약 7565
7566,2025-04-06 08:15:51.744558,5209,2025-04-07 22:16:47.514354,부산 공고 요약 7566
7567,2025-07-09 21:14:29.002597,5210,2025-07-10 12:50:35.154854,인천 공고 요약 7567
7568,2025-03-21 00:36:14.212161,5211,2025-03-23 07:54:23.783489,서울 공고 요약 7568
7572,2025-04-28 22:01:10.410200,5212,2025-05-11 06:10:40.060279,경기 공고 요약 7572
7573,2025-02-07 22:59:28.839206,5213,2025-02-09 20:56:30.936154,
7575,2024-12-20 09:17:44.911285,5214,2025-01-02 09:50:26.698838,대구 공고 요약 7575
7578,2025-05-17 22:55:09.646213,5215,2025-05-17 23:47:04.993251,대구 공고 요약 7578
7580,2025-08-11 07:32:29.834080,5216,2025-08-13 10:02:57.030776,서울 공고 요약 7580
7582,2024-12-12 02:27:52.122192,5217,2024-12-13 02:24:52.587876,경기 공고 요약 7582
7583,2025-06-11 04:54:03.035174,5218,2025-07-05 16:41:31.383088,서울 공고 요약 7583
7584,2024-07-03 04:00:25.222646,5219,2024-07-03 21:57:47.167662,
7586,2024-04-17 05:30:47.160724,5220,2024-04-17 18:49:28.521392,인천 공고 요약 7586
7587,2024-08-29 10:41:42.884685,5221,2024-08-29 13:47:49.125765,부산 공고 요약 7587
7588,2025-02-17 23:44:36.986432,5222,2025-02-20 05:00:06.020042,부산 공고 요약 7588
7589,2025-09-16 15:51:01.096659,5223,2025-09-17 23:24:33.519305,서울 공고 요약 7589
7590,2024-08-31 17:30:14.958114,5224,2024-09-08 01:09:35.245690,인천 공고 요약 7590
7592,2023-12-07 00:57:25.518148,5225,2023-12-17 20:43:01.254220,경기 공고 요약 7592
7593,2024-04-17 17:41:36.877223,5226,2024-04-21 02:39:01.068446,인천 공고 요약 7593
7594,2025-06-11 06:02:43.941829,5227,2025-06-13 10:31:30.511281,대구 공고 요약 7594
7595,2025-09-13 10:32:33.514720,5228,2025-09-14 22:44:49.429113,경기 공고 요약 7595
7596,2024-08-19 11:57:59.516010,5229,2024-08-20 14:47:27.469827,인천 공고 요약 7596
7597,2025-04-27 21:20:54.363870,5230,2025-05-10 03:58:35.674788,경기 공고 요약 7597
7598,2025-08-17 09:55:27.056412,5231,2025-08-17 12:07:26.644655,경기 공고 요약 7598
7599,2024-05-09 17:48:57.622676,5232,2024-05-10 02:20:17.505835,서울 공고 요약 7599
7601,2025-09-17 03:44:24.673315,5233,2025-09-19 02:55:46.172711,서울 공고 요약 7601
7602,2025-05-22 17:31:09.248468,5234,2025-05-23 22:31:02.859474,인천 공고 요약 7602
7605,2025-06-02 18:53:06.035717,5235,2025-06-03 12:06:15.412363,대구 공고 요약 7605
7607,2025-03-23 20:27:13.583150,5236,2025-03-25 22:20:31.384405,부산 공고 요약 7607
7608,2025-03-27 18:15:42.630382,5237,2025-03-28 11:21:37.011487,대구 공고 요약 7608
7609,2024-01-23 16:05:37.888456,5238,2024-01-26 22:31:59.242191,부산 공고 요약 7609
7616,2025-11-18 11:01:20.521501,5239,2025-11-20 02:26:12.670845,경기 공고 요약 7616
7617,2023-12-03 09:40:11.841435,5240,2023-12-12 08:28:48.555244,대구 공고 요약 7617
7618,2024-07-29 12:23:00.252153,5241,2024-08-02 23:33:52.798431,
7619,2025-03-11 18:19:47.497654,5242,2025-03-11 21:30:51.334290,경기 공고 요약 7619
7620,2025-05-10 17:46:30.323325,5243,2025-05-11 05:32:09.060674,대구 공고 요약 7620
7621,2024-09-25 04:34:15.794734,5244,2024-09-25 23:02:36.387005,
7623,2025-01-17 20:06:24.240827,5245,2025-01-19 09:27:40.428929,경기 공고 요약 7623
7625,2024-02-27 03:24:41.696285,5246,2024-03-04 09:30:13.813172,경기 공고 요약 7625
7627,2024-03-24 11:55:36.345148,5247,2024-04-01 12:38:53.077966,인천 공고 요약 7627
7628,2025-04-05 20:40:25.941622,5248,2025-04-17 23:53:00.817276,서울 공고 요약 7628
7629,2025-01-02 07:14:16.860353,5249,2025-01-06 04:16:35.675534,대구 공고 요약 7629
7630,2024-08-27 01:49:36.325436,5250,2024-08-30 06:44:19.328977,부산 공고 요약 7630
7631,2024-10-31 05:47:24.698635,5251,2024-10-31 23:28:18.471015,서울 공고 요약 7631
7632,2024-11-24 17:36:37.402527,5252,2024-11-27 03:29:13.525545,경기 공고 요약 7632
7635,2024-04-02 19:16:30.538593,5253,2024-04-06 06:17:50.534164,대구 공고 요약 7635
7638,2024-11-18 14:50:00.964970,5254,2024-11-19 08:06:18.596360,
7640,2024-10-29 07:08:04.269215,5255,2024-10-30 08:51:42.916223,부산 공고 요약 7640
7641,2024-09-06 07:21:40.638026,5256,2024-09-08 21:56:14.028769,서울 공고 요약 7641
7643,2025-06-09 11:45:21.653768,5257,2025-06-19 12:56:46.390943,경기 공고 요약 7643
7648,2024-04-04 22:49:28.743613,5258,2024-04-05 14:32:03.308775,인천 공고 요약 7648
7649,2025-10-23 20:05:03.973867,5259,2025-10-23 21:11:09.485046,
7653,2024-11-03 11:13:48.438778,5260,2024-11-05 19:33:54.409269,서울 공고 요약 7653
7655,2025-07-04 04:12:57.264477,5261,2025-07-04 08:05:20.668652,
7660,2025-08-12 01:11:01.043266,5262,2025-08-24 15:00:49.685206,서울 공고 요약 7660
7661,2025-10-07 16:24:47.444206,5263,2025-10-11 10:19:44.963004,경기 공고 요약 7661
7662,2025-09-01 02:59:55.160198,5264,2025-09-01 05:27:39.551176,경기 공고 요약 7662
7663,2025-03-10 07:44:31.205401,5265,2025-03-13 02:56:34.465704,서울 공고 요약 7663
7664,2025-11-27 10:00:09.711817,5266,2025-12-15 15:05:58.030525,부산 공고 요약 7664
7665,2025-10-19 07:32:33.046874,5267,2025-10-21 01:56:23.155115,대구 공고 요약 7665
7666,2024-04-08 07:06:08.422991,5268,2024-04-08 12:05:24.473030,서울 공고 요약 7666
7667,2024-05-08 13:27:27.132144,5269,2024-05-14 11:46:53.654401,인천 공고 요약 7667
7668,2025-09-09 15:38:29.740660,5270,2025-09-11 04:26:28.642035,경기 공고 요약 7668
7669,2024-06-30 15:16:25.805390,5271,2024-06-30 19:47:39.162471,경기 공고 요약 7669
7670,2024-07-06 05:33:40.732953,5272,2024-07-10 14:48:33.393194,대구 공고 요약 7670
7671,2025-08-04 15:30:39.623059,5273,2025-08-04 21:08:08.028456,경기 공고 요약 7671
7672,2025-09-29 10:07:17.108443,5274,2025-10-07 06:50:56.750381,인천 공고 요약 7672
7674,2025-01-19 20:02:28.245002,5275,2025-01-27 05:13:03.134752,인천 공고 요약 7674
7677,2024-06-14 22:54:22.635770,5276,2024-06-15 06:52:37.902402,부산 공고 요약 7677
7678,2024-05-30 14:06:04.507686,5277,2024-06-01 12:39:56.823810,경기 공고 요약 7678
7680,2024-12-04 18:00:13.345097,5278,2024-12-05 13:50:06.871815,인천 공고 요약 7680
7681,2024-11-22 14:07:07.176889,5279,2024-11-27 11:08:48.306748,인천 공고 요약 7681
7682,2025-05-18 03:11:21.565926,5280,2025-05-27 10:20:32.802617,대구 공고 요약 7682
7685,2024-01-02 21:42:24.563500,5281,2024-01-04 16:03:49.752587,인천 공고 요약 7685
7686,2024-12-19 03:16:21.830212,5282,2024-12-23 21:47:28.308985,부산 공고 요약 7686
7687,2025-06-06 05:33:46.669643,5283,2025-06-14 15:12:03.665836,인천 공고 요약 7687
7688,2024-02-25 13:38:13.826204,5284,2024-02-25 19:37:26.792664,인천 공고 요약 7688
7691,2025-08-09 18:17:22.833604,5285,2025-08-09 20:13:44.852552,대구 공고 요약 7691
7692,2024-05-08 08:37:20.431683,5286,2024-05-08 10:12:57.318719,
7693,2024-02-05 02:31:54.111433,5287,2024-02-06 11:29:33.791387,대구 공고 요약 7693
7694,2025-11-04 11:36:42.824509,5288,2025-11-09 08:35:28.789203,대구 공고 요약 7694
7695,2024-05-13 01:05:04.601367,5289,2024-05-24 04:41:27.383991,
7697,2025-02-18 22:30:52.806533,5290,2025-02-19 05:38:07.483307,서울 공고 요약 7697
7698,2023-12-15 13:20:34.038315,5291,2023-12-15 13:28:08.031274,부산 공고 요약 7698
7699,2025-10-06 14:00:55.030482,5292,2025-10-11 09:33:03.236836,경기 공고 요약 7699
7700,2024-01-10 19:05:16.741512,5293,2024-01-11 21:55:57.043873,서울 공고 요약 7700
7701,2024-09-20 10:30:01.588689,5294,2024-09-24 16:12:45.848517,서울 공고 요약 7701
7703,2025-03-03 21:05:03.705218,5295,2025-03-05 08:07:02.002666,서울 공고 요약 7703
7705,2024-12-25 04:56:21.846312,5296,2024-12-26 13:21:09.665322,인천 공고 요약 7705
7706,2025-02-23 04:18:48.834969,5297,2025-02-27 13:36:20.613806,경기 공고 요약 7706
7707,2025-08-28 18:59:42.360735,5298,2025-08-29 08:32:52.727806,대구 공고 요약 7707
7709,2025-08-14 01:15:24.559646,5299,2025-08-18 00:49:09.195083,인천 공고 요약 7709
7711,2024-02-03 02:27:57.256042,5300,2024-02-03 20:32:18.777586,서울 공고 요약 7711
7712,2024-03-22 07:32:43.172716,5301,2024-04-11 06:59:43.977872,부산 공고 요약 7712
7713,2024-11-14 19:32:59.004212,5302,2024-11-16 15:30:46.931304,부산 공고 요약 7713
7714,2025-08-10 13:38:45.511723,5303,2025-08-17 16:13:32.884647,대구 공고 요약 7714
7715,2025-06-05 09:26:17.591187,5304,2025-06-10 15:31:47.744916,인천 공고 요약 7715
7716,2024-02-24 05:35:17.707211,5305,2024-02-24 16:30:19.266714,경기 공고 요약 7716
7717,2025-02-01 01:33:10.144233,5306,2025-02-01 03:17:13.067509,경기 공고 요약 7717
7721,2024-07-29 03:27:05.445245,5307,2024-08-06 23:42:16.405866,
7728,2024-01-10 16:16:20.965528,5308,2024-01-12 12:54:46.269486,경기 공고 요약 7728
7729,2024-07-20 22:38:11.768311,5309,2024-07-21 23:46:05.825759,대구 공고 요약 7729
7732,2024-11-26 02:29:20.357286,5310,2024-12-10 11:32:27.229187,서울 공고 요약 7732
7733,2025-11-12 01:37:08.217868,5311,2025-11-17 12:28:24.822003,대구 공고 요약 7733
7734,2024-09-28 16:18:08.648458,5312,2024-09-29 20:08:49.745962,서울 공고 요약 7734
7737,2024-08-03 04:20:17.915411,5313,2024-08-03 05:41:41.679469,부산 공고 요약 7737
7738,2024-11-02 14:05:11.012872,5314,2024-11-20 05:17:49.517024,서울 공고 요약 7738
7739,2025-12-01 03:14:15.635151,5315,2025-12-01 20:57:58.860534,대구 공고 요약 7739
7741,2024-07-23 02:32:16.111534,5316,2024-07-24 23:48:17.887411,대구 공고 요약 7741
7742,2025-05-07 08:12:09.548004,5317,2025-05-08 00:01:22.113031,대구 공고 요약 7742
7745,2025-04-22 02:49:12.338630,5318,2025-04-22 06:04:23.716171,경기 공고 요약 7745
7747,2024-02-15 04:17:18.604228,5319,2024-02-16 15:34:20.769630,서울 공고 요약 7747
7748,2025-12-10 02:31:30.586486,5320,2025-12-21 00:13:19.043614,서울 공고 요약 7748
7751,2024-03-01 02:09:13.888052,5321,2024-03-04 10:07:56.861148,인천 공고 요약 7751
7752,2025-04-03 19:52:25.153309,5322,2025-04-06 23:52:59.933997,부산 공고 요약 7752
7753,2025-11-27 14:59:25.604059,5323,2025-12-01 12:48:54.923437,
7754,2025-10-26 12:33:09.721535,5324,2025-10-26 12:53:39.949759,서울 공고 요약 7754
7756,2025-07-05 00:36:09.674109,5325,2025-07-20 01:13:02.349326,부산 공고 요약 7756
7757,2025-09-05 07:04:43.285998,5326,2025-09-05 07:29:13.661640,서울 공고 요약 7757
7758,2024-06-09 02:31:03.184099,5327,2024-06-11 06:31:52.681451,인천 공고 요약 7758
7759,2024-07-05 17:16:46.893332,5328,2024-07-16 03:05:47.077877,대구 공고 요약 7759
7760,2024-12-09 04:37:59.182902,5329,2024-12-11 13:07:24.764643,
7761,2025-10-04 02:33:52.303909,5330,2025-10-08 10:52:12.637772,부산 공고 요약 7761
